haloreach;BTB Bay Side Hazard.mvar;;;;;;;;A loading bay that is used for naval combat training. BTB, 8-16 players;
haloreach;BTB Boarding Action.mvar;;;;;;;;Ship-to-Ship Combat. A Halo Classic remade with all the original elements that made this map fun. BTB Slayer (8-16 players);
haloreach;BTB Breakout 2v2.mvar;;;;;;;;Breakpoint Heavy. As close to functionaly symetrical as you can get.;
haloreach;BTB Brick.mvar;;;;;;;;12-16 players recommended.;
haloreach;BTB Cascade.mvar;;;;;;;;Indoor waterfall map! 10-16 players recommended. Compatible with most gametypes.;
haloreach;BTB Cragmire.mvar;;;;;;;;A titanic battle returns. 16 players. v4;
haloreach;BTB Danger Canyon Anniversary.mvar;;;;;;;;Don't Look Down... Unless You Fall. (10-16p);
haloreach;BTB Death Island Anniversary.mvar;;;;;;;;Sand, Surf, and Spent Shells. (12-16p recommended);
haloreach;BTB Delta Facility (Heavy).mvar;;;;;;;;Training outpost intended to test the skills of Spartan recruits. Heavy variant. 12-16p;
haloreach;BTB Divide.mvar;;;;;;;;Bridge divides the path. Enjoy this small symmetrical city. 8-16 players recommended. Compatible with most gametypes.;
haloreach;BTB Ellul.mvar;;;;;;;;v4.33 8-12p;
haloreach;BTB Embarcadero.mvar;;;;;;;;In this city, there is always another hill to climb. (10-16 Players);
haloreach;BTB Eminence (Heavy).mvar;;;;;;;;Heavy Highlands by Der Flatulator6. V1.4;
haloreach;BTB Excavation.mvar;;;;;;;;This ancient facility was once a well kept secret. FFA, KoTH, OddB, BTB [No Vehicles] (8-16 players);
haloreach;BTB Foundation.mvar;;;;;;;;Vehicle-oriented BTB map supporting slayer and objective gamemodes. Falcon spawns. 8v8 recommended.;
haloreach;BTB Gephyrophobia Anniversary.mvar;;;;;;;;Remake of a classic from Halo Combat Evolved. A great map for capture the flag and other big team games. (10-16p recommended);
haloreach;BTB Gully.mvar;;;;;;;;A 2-base asymmetrical map intended for 8-16 players.  created by ThrowinSomeBows;
haloreach;BTB Headlong Anniversary.mvar;;;;;;;;While Section 14 monitors all harbor traffic during the day, at night it's one of the most notorious hangouts.  6-16 players;
haloreach;BTB Headstrong (Heavy).mvar;;;;;;;;A heavier Headlong.;
haloreach;BTB Hemorrhage Heavy.mvar;;;;;;;;Just like old times. Compatable with many game types. (12-16 players) ;
haloreach;BTB Hemorrhage RHR.mvar;;;;;;;;Many may call this curious gorge their grave, but rocket hog racers left only these outposts behind in memoriam. 8-16p.;
haloreach;BTB Hivemind.mvar;;;;;;;;Terror at 200 feet. 8-16 players;
haloreach;BTB I-40 North.mvar;;;;;;;;Highway themed BTB map supporting most objective and slayer gamemodes. 10-16 players recommended.;
haloreach;BTB Ice Fields Anniversary.mvar;;;;;;;;Slipping and Sliding. (10-16p);
haloreach;BTB Illium.mvar;;;;;;;;Though we may never fully understand these devices, it is not our nature to leave ancient stones unturned.8-16 players;
haloreach;BTB Infinity Anniversary.mvar;;;;;;;;Halo PC recreation 4-16 players;
haloreach;BTB Loa.mvar;;;;;;;;Works with slayer and several objective gamemodes. 12-16 players recommended.;
haloreach;BTB Longevity.mvar;;;;;;;;Large asymmetrical industrial harbor map map with long sightlines and vehicles. Good for most gametypes. 12-16 Players;
haloreach;BTB Metropolis V1.5.mvar;;;;;;;;Reimagining of the Halo 2 classic Headlong. Supports all standard gametypes. 12-16 players. Improved version.;
haloreach;BTB Midas.mvar;;;;;;;;8-12 players recommended.;
haloreach;BTB Mt. Lam Lam.mvar;;;;;;;;Community map from Noooooch. 12-16 players.;
haloreach;BTB New Alexandria.mvar;;;;;;;;Beautiful city with towering skyscrapers, cascading balconies, and a very dynamic environment. Only supports Slayer gametypes.;
haloreach;BTB Panacea.mvar;;;;;;;;Supports slayer gametypes and CTF. 12-16 players recommended.;
haloreach;BTB Pearl Harbor.mvar;;;;;;;;16 Person BTB based off real battle. Blue USA Red Japan;
haloreach;BTB Pipeline.mvar;;;;;;;;12-16 players recommended.;
haloreach;BTB Port Authority.mvar;;;;;;;;12-16 players recommended.;
haloreach;BTB Precipice.mvar;;;;;;;;Community map from Draw the Line (10-16p);
haloreach;BTB Rasu (Heavy).mvar;;;;;;;;Prepare to meet the sun gods themselves as you charge into battle amidst an ancient solar station. v1.26 Heavy (12-16p);
haloreach;BTB Renegade.mvar;;;;;;;;Community map from x black kn1ght (12-16p);
haloreach;BTB Rev5 Vigilance V0.9.mvar;;;;;;;;Official FC:Rev5 version of Vigilance for symmetric 8v8 maps.;
haloreach;BTB S.mvar;;;;;;;;Sporting a perfect mix of vehicle and infantry combat, S is a streamlined big team experience.  10-16 players ;
haloreach;BTB Scrapyard.mvar;;;;;;;;After the invasion ends, the bigger battle begins.;
haloreach;BTB Select.mvar;;;;;;;;Battle across the narrows. 8-12 players recommended.;
haloreach;BTB Skyline 0.1.mvar;;;;;;;;Rooftop battles. 8-16 players recommended.;
haloreach;BTB Solenoid.mvar;;;;;;;;An asymmetric BTB Heavies Map. 10-16 players recommended.;
haloreach;BTB Spear Broken.mvar;;;;;;;;Take to the skies beneath the dome.;
haloreach;BTB Spectre.mvar;;;;;;;;Silently watching over the sea awaiting an age that will never be... 8-16 players;
haloreach;BTB Station.mvar;;;;;;;;This large UNSC Space Station lost connection to the outside world long ago. Its current whereabouts are unknown... 12-16p;
haloreach;BTB Superiuor.mvar;;;;;;;;BTB map on an island. 16 players recommended.;
haloreach;BTB Sustenance.mvar;;;;;;;;Perhaps, the functionality of this lost control sation was a possible Forerunner observatory. 10-16 Players recommended.;
haloreach;BTB Temptation.mvar;;;;;;;;Community map from tkblingx2. v2.;
haloreach;BTB Terminal 777.mvar;;;;;;;;o0MrCheesy0o's remake of Halo 2's Terminal. Beware of the train! (6-16 players). RvB, FFA and Infection gametypes only!;
haloreach;BTB Terra Firma.mvar;;;;;;;;Many see this rocky gorge as a new frontier but few know the land isn't the only thing being claimed. 8-16 players;
haloreach;BTB Thruway.mvar;;;;;;;;Halo 3 Rat's Nest Evolved! Medium sized map in the shape of a figure 8. Walkways allow pedestrians to avoid the vehicles below.;
haloreach;BTB Timberland Anniversary.mvar;;;;;;;;An enemy behind every tree!  4-16 players;
haloreach;BTB Trident.mvar;;;;;;;;Community map from x black kn1ght (12-16p);
haloreach;BTB Turnpike.mvar;;;;;;;;Vehicle oriented BTB map. 12-16p;
haloreach;BTB Typhoon.mvar;;;;;;;;You should fear more than storms on this sandy battleground.8-16 players;
haloreach;BTB Updraft.mvar;;;;;;;;Vehicle-oriented symmetrical BTB map for 10-16 players.;
haloreach;BTB Utopie.mvar;;;;;;;;Paradiso remix by FDL FiFTy I (12-16 players);
haloreach;BTB Warhorse.mvar;;;;;;;;Vehicle oriented BTB map. 10-16p;
haloreach;BTB Wax Super Island 2.mvar;;;;;;;;AHP overloaded. Paradiso is a man made island. Slayer and CTF. (12- 16 players);
haloreach;BTB Wayont.mvar;;;;;;;;Original map by FDL iGet Down (10-16p);
haloreach;FORGE Deep Sea.mvar;;;;;;;;Out of bounds area with very deep water that won't kill you. Boundary outlined. Compatible with other players in lobby.;
haloreach;FORGE Empty Sphere.mvar;;;;;;;;Empty sphere for forging.;
haloreach;IcecreamMan.mvar;;;;;;;;The classic Halo game with my own added twist. By Tonny T (For use with Icecream Man gametype};
haloreach;INF 30 Days and Nights.mvar;;;;;;;;Use 30 Days and Nights infection gametype. You are in a underground facility and the power is going out. Run and hide quickly.;
haloreach;INF 5 Levels of Terror.mvar;[Infection] 5 Levels of Terror (INF 5 Levels of Terror).bin;0;;creap;;;;Survive on each level for 1 minute. Play with the infection gametype "5 Levels of Terror" (8-16 players);
haloreach;INF Act !1 - Long Way Out.mvar;;;;;;;;ACT I: The enire city has fallen to the zombie horde. Gain access to Treatment Plant 521. Use with ZM_Outbreak. 6-16 players.;
haloreach;INF Act !2 - Treatment Plan 521.mvar;;;;;;;;ACT 2: You've made it! You know that in order to escape, you need to access the government sector. Use ZM_Outbreak. 8-16p.;
haloreach;INF Act !5 - Government Sector.mvar;;;;;;;;ACT V: This is where it all began. All that's between you and safety is the research labs of the gov't. Use ZM_Outbreak. 8-16p.;
haloreach;INF Act 1 - The Sewers.mvar;;;;;;;;Linear map. Use with "Left for Dead" infection gametype. (8-16 players);
haloreach;INF Act 2 - The Streets.mvar;;;;;;;;Act 2 - The Streets V2. Use with "Left for Dead" infection gametype. (8-16 players);
haloreach;INF Act 4 - Origins.mvar;;;;;;;;Act 4 Origins V4. Use with "Left for Dead" infection gametype. (8-16 players);
haloreach;INF Adrift.mvar;;;;;;;;Medium sized roaming map. Use w/ infection gametype Cryogenics. 8-16 players recommended.;
haloreach;INF Aliens.mvar;;;;;;;;Aliens, use with "Aliens";
haloreach;INF Arkngthamz.mvar;;;;;;;;Claustrophobic, linear infection map for small to medium lobbies. Use with ZM_Outbreak.;
haloreach;INF Barts Manor.mvar;;;;;;;;'Bart's Manor'- Halo 3's Infected Manor returns. Use with Infection GT "Oubreak!" (4-16 players);
haloreach;INF Bayfalls City.mvar;;;;;;;;Play with infection GT Spitters or with normal infection.;
haloreach;INF Bedlam.mvar;;;;;;;;Ecce veritas insania... Infection v1.6 (Spooky Asylum) 8-10p;
haloreach;INF BKane Asylum.mvar;;;;;;;;Use with infection GT Of Legions (6-12p recommended);
haloreach;INF Bumper Heads.mvar;;;;;;;;Works for Slayer FFA/Team, Slayer GT Bumper Head, Infection and Safe Havens.;
haloreach;INF Carnival of the Dead.mvar;;;;;;;;www.youtube.com/riflegaming Enter if you dare zombies will be watching! Gametype "Carnival" plays best with this map.;
haloreach;INF Citadel.mvar;;;;;;;;Linear infection map set in a city overrun by the undead horde. Infection GT ZM_Outbreak. 8-12 players recommended.;
haloreach;INF Cliffhanger.mvar;;;;;;;;Use infection gametype Pillar. Linear map where zombies launch themselves at the humans. 8-16 players.;
haloreach;INF Coal Mine.mvar;;;;;;;;8-16 players recommended. Use with infection GT Burn Your Dead / ZM_Outbreak;
haloreach;INF Contagion-I.mvar;;;;;;;;Free roam infection map set in fishing town. Use infection GT ZM_Outbreak or normal Infection. 10-16 players recommended.;
haloreach;INF Contagion-II.mvar;;;;;;;;Medium-sized free roam infection map set in a small island town. Use Infection gametype ZM_Outbreak or normal Infection. 8-16p.;
haloreach;INF Contained.mvar;;;;;;;;10-16 players recommended. Use with infection GT Pandemic;
haloreach;INF Containment.mvar;;;;;;;;If the infection isn't contained here it will spread to the entirety of Halo. Use with normal infection GT (8-16 players);
haloreach;INF Convict Side.mvar;;;;;;;;Linear infection map. 10-16 players recommended. Use infection GT End it with Pride.;
haloreach;INF Corporate Horrors.mvar;;;;;;;;Linear map. The undead is advancing. Make your way to the top of Radient Tower for evac. 8-16p. Use ZM_Outbreak.;
haloreach;INF Corruption.mvar;;;;;;;;House holdout infection map. 10-16p recommended. Use gametype ZM_Outbreak / normal Infection;
haloreach;INF Count d'Houen.mvar;;;;;;;;Historians, nor any of the doomed human race, would learn the Count's laboratory was Ground Zero of the Zombie Apocalypse.;
haloreach;INF Countdown to Destruction.mvar;;;;;;;;Time is running out... Linear map. Play with infection gametype ZM_Outbreak. 10-16 Players.;
haloreach;INF Countryside.mvar;;;;;;;;Use with infection gametype ZM_Outbreak. 10-12 players recommended.;
haloreach;INF Crash.mvar;;;;;;;;The Falcon is disabled, make your way inside the bunker for a chance at survival! Linear. Use Crash / ZM_Outbreak. 8-16p.;
haloreach;INF Crazy Highway.mvar;;;;;;;;Highway series. Use with infection gametype Joyriders.;
haloreach;INF Crimson's Fear.mvar;;;;;;;;Infection map with tight corridors and the undead lurking around every corner... Use Infection. 6-12 players.;
haloreach;INF Cursed Town.mvar;;;;;;;;"Is it just me or does this town seem off?" Use infection GT Generic Infection (10-16 players recommended);
haloreach;INF Dark Vilage.mvar;;;;;;;;Dark Village. Use with infection gametype Zombies Overrun. (10-16 players);
haloreach;INF Dead Address.mvar;;;;;;;;Gather weapons and survive inside the dark interior of a zombie infested home. Gametype ZM_Outbreak or normal Infection. 8-16p;
haloreach;INF Dead Island.mvar;;;;;;;;Your_mission:Infiltrate_a_secret_military_base_used_for_bio-warfare_research_where_we_have_lost_contact.Use_(Outbreak)_gametype;
haloreach;INF Dead Reef.mvar;;;;;;;;Stay out of the water! For use with infection gametype "Piranhas!" Made by: SkiD514, CRAZY F0RGER & Mr Pokephile (8-16p);
haloreach;INF Dead Space (Rifle's).mvar;;;;;;;;10-16 players recommended. Use with infection GT Gravity / Generic Infection;
haloreach;INF DEAD SWAMP.mvar;;;;;;;;GET OUT OF MY SWAMP!!! Play with infection gametype Swamp Thing. 8-12 players recommended.;
haloreach;INF Deadborough.mvar;;;;;;;;10-16 players recommended. Use with infection GT Generic Infection / ZM_Outbreak;
haloreach;INF Deadwalk.mvar;;;;;;;;New Alexandrias civilian concourses provide access to tasty brains and views of Reachs last survival outposts.4-12 play;
haloreach;INF Death Highway.mvar;;;;;;;;Highway series. Made by SkullvStorm. Use infection gametype Joyriders. 8-16 players recommended.;
haloreach;INF Death Star Escape.mvar;;;;;;;;The Jedi have to escape the Death Star while being chased by Stormtroopers and Darth Vader. Inf GT Death Star Escape. 8-16p;
haloreach;INF DeepScream9.mvar;;;;;;;;In space, no one can hear you scream!;
haloreach;INF Dexterity Beta.mvar;;;;;;;;Moon infection map. Infection gametype Dexterity Beta. 8-12 players recommended.;
haloreach;INF Divinity's Reach.mvar;;;;;;;;Use w/ Classic INF or ZM_Outbreak. 8-16 players recommended.;
haloreach;INF Division.mvar;;;;;;;;Divided there is no hope, but together... Infection gametype Divide and Conquer. 10-16 players recommended. ;
haloreach;INF Downlinked.mvar;;;;;;;;The final moments aboard Orbital Gamma Station, a zombie communications space station.8-12 Players;
haloreach;INF DRIVE!! [Modded].mvar;;;;;;;;;
haloreach;INF Dwelling of the Dead.mvar;;;;;;;;8-12 players. Use infection GT All Outta Zombies / ZM_Outbreak;
haloreach;INF Emergency.mvar;;;;;;;;The horde is running rampant through the streets. Infection gametype ZM_Outbreak or normal infection. 6-16 Players.;
haloreach;INF Facility 26.mvar;;;;;;;;Linear Infection map created in 2020 on MCC by Tosticlezzz (updated 2.0). Use infection GT Element 1126. 10-16p recommended.;
haloreach;INF Facility.mvar;;;;;;;;Use with infection gamemodes.;
haloreach;INF Fall of Divinity's Reach.mvar;;;;;;;;Forged by DUN3Z & The 0micron. Happy Halloween! Use w/ Classic INF or ZM_Outbreak. 10-16p;
haloreach;INF Favela Run.mvar;;;;;;;;What do people do when the place gets flooded? They run to the roof! Use with zm_Outbreak. 9-16 players. By REMkings.;
haloreach;INF Fear & Wonder.mvar;;;;;;;;Roaming infection map. Use Delta Zombies / ZM_Outbreak. 8-16 players.;
haloreach;INF Flood Facility.mvar;;;;;;;;Use infection GT Generic Infection. 8-12 players recommended.;
haloreach;INF Flooded Mines.mvar;;;;;;;;Deep in the mountain tunnels twist and overlap forming a complex network of flooded caverns. Infection GT ZM_Outbreak (6-12p);
haloreach;INF Forsaken Lagoon.mvar;;;;;;;;Beware - NO Swimming. Large & deep shark reef map. Use with "Shark Reef Evolved" gametype. 8-16 players;
haloreach;INF Frequentie.mvar;;;;;;;;Linear infection. Use with ZM_Outbreak. 10-16p.;
haloreach;INF Gallerria.mvar;;;;;;;;8-16 players recommended. Use with infection GT Pandemic;
haloreach;INF Genesis.mvar;;;;;;;;"So the rumors ARE true..." - Use w/ infection gametype Space Pirates. 8-16 players recommended.;
haloreach;INF Get out of my House!!!.mvar;;;;;;;;Just like the original except for the revamped final area. Use with infection gametype of the same name. 10-16 players.;
haloreach;INF Get Out Of My Villa!!.mvar;;;;;;;;A spinoff from the original get out of my house - by crustedsalt - Use infection gametype Get Out Of My Villa!!!;
haloreach;INF Gewaychshaus der untotetn.mvar;;;;;;;;Greenhouse of the undead. Use infection GT Nationalsozialisten.;
haloreach;INF Ghost Ship.mvar;;;;;;;;Use with infection GT Ghosts / Generic Infection (10-16 players recommended);
haloreach;INF Goblin.mvar;;;;;;;;This magical place still remains one of the most studied places on Reach. Use with Infection gametype Delta Zombies. 10-16p.;
haloreach;INF Graveyard.mvar;;;;;;;;The once formidable Commonwealth awaits its final destination at one of the UNSCs ship burying facilities.8-16 players;
haloreach;INF Gridlocked.mvar;;;;;;;;Project T: 3   Use infection GT "Tevracon 6"  www.Youtube.com/Airsoftxx;
haloreach;INF Haunted Village.mvar;;;;;;;;Town holdout map with door covers. Use with infection gametype Dark Village. 8-16p.;
haloreach;INF Hive Manifestation.mvar;;;;;;;;The Hive have awoken! Use with infection gametype "zm_Hive". For 10-12 players.;
haloreach;INF Idle Luxury.mvar;;;;;;;;Set inside a 5 star hotel & focuses solely on aesthetics. Made for the infection variants Classic INF and Safe Havens.;
haloreach;INF Inanimate.mvar;;;;;;;;The city has fallen to the zombie horde. Play with ZM_Outbreak or Generic Infection;
haloreach;INF Industrial Docks.mvar;;;;;;;;Most detailed and creative linear infection experience. Take the fight to a whole new level. Use From the Depths. Up to 16p. v3;
haloreach;INF Infected Resort.mvar;;;;;;;;Infection map set in a resort, best played with small to medium sized lobbies. Best played with Infection;
haloreach;INF Injection.mvar;;;;;;;;Used w/ infection gametype ZM_Outbreak. Made by The 0micron & mt Ragemore. 8-12 players recommended.;
haloreach;INF Insane Highway.mvar;;;;;;;;Highway series. Map made by SkullvStorm. Use with infection gametype Joyriders. 8-16 players recommended.;
haloreach;INF Installation 406 Alpha.mvar;;;;;;;;Investigate why the research team at this installation has gone silent. Use infection GT Generic Infection. 10-16p recommended.;
haloreach;INF Intercity.mvar;;;;;;;;Cones indicate gun locations. Use with infection GT Generic Infection;
haloreach;INF Interurban.mvar;;;;;;;;Small, detailed map that uses infection gametype ZM_Outbreak or normal Infection. Compatible with slayer gametypes.;
haloreach;INF Joyriders.mvar;;;;;;;;The infection has made its way to the track! Drive or die... Use with infection gametype "Joyriders". (8-16 players);
haloreach;INF Kino Der Toten.mvar;;;;;;;;Use with inf GT "Nzi Zombies" (4-16 players);
haloreach;INF Knee Deep.mvar;;;;;;;;Project T: 2 For use with infection GT "Tevracon 6" www.youtube.com/Airsoftxx;
haloreach;INF Lakeside.mvar;;;;;;;;8-12 players recommended. Use with infection GT Pandemic;
haloreach;INF Last Bastion 1.3.mvar;;;;;;;;Holdout / roaming infection in a crumbling city. Use with Infection / ZM_Outbreak / Burn Your Dead. 8-16 players.;
haloreach;INF Loading Station.mvar;;;;;;;;This loading station has been deserted for years.  Who knows what you'll find?  Infection gametype Deserted (8-16 players);
haloreach;INF Lone Souls in a Lost Mine.mvar;;;;;;;;Trapped in an abandoned mine the humans must show their true will to survive. Requires inf "Lone Souls" GT! REMkings. v2.;
haloreach;INF Lost in NECROPOLIS.mvar;;;;;;;;10-16 players. Use infection GT All Outta Zombies / Generic Infection / ZM_Outbreak;
haloreach;INF maison 2.mvar;;;;;;;;Un canevas noir, recommand uniquement pour modifier la Forge. GT "Infection Maison" (4-16p);
haloreach;INF maison 3.mvar;;;;;;;;Un canevas noir, recommand uniquement pour modifier la Forge. GT "Infection Maison" (4-16p) ;
haloreach;INF maison 5.mvar;;;;;;;;GT: "Infection Maison" (4-16 players);
haloreach;INF Metro.mvar;;;;;;;;6-10 players recommended. Use with infection GT Pandemic;
haloreach;INF Milestone.mvar;;;;;;;;The infection has reached the facility. Get to the meeting point before it's too late. Use ZM_OUTBREAK. 10-16p. Linear.;
haloreach;INF Mission Space.mvar;;;;;;;;Ready for the moon?  Pack your space suit and shotgun, you'll need it.  3-12p GT: "SPAAAACCE!!";
haloreach;INF Municipal Manor.mvar;;;;;;;;Classic Halo 3 styled house map, by thtDARDYspartan. Use infection gametype ZM_Outbreak or normal Infection. 8-16 players.;
haloreach;INF Municipal Square 1.2.mvar;;;;;;;;Roaming infection map for small lobbies. Best played with normal Infection.;
haloreach;INF Not a Prayer.mvar;;;;;;;;GAMETYPE: BURN YOUR DEAD... Save. Our. Souls. Once used as a location to burn the fallen & infected delivered via train.;
haloreach;INF OfLegions V1.3.mvar;;;;;;;;Use with infection GT Of Legions (6-12p recommended);
haloreach;INF Origins [1] - The Labs.mvar;;;;;;;;This is where it all began. Fight your way to the top of the CDC. (Gametype: zm_outbreak) (8-16 players);
haloreach;INF Origins [2] - Ground Zero.mvar;;;;;;;;Origins II - Ground Zero. Use with the "zm_Outbreak" infection gametype. (8-16 players);
haloreach;INF Origins [3] - Coastal Highway.mvar;;;;;;;;Flee for your lives! There may still be a boat at the docks. Use with "zm_Outbreak" infection gametype. (8-16 players);
haloreach;INF Origins [4] - Troubled Waters.mvar;;;;;;;;Linear infection map set on a ship at sea. Make it to the Falcon and escape! 8-16 players. Use ZM_Outbreak.;
haloreach;INF Outbreak III - Inner City.mvar;;;;;;;;Roaming infection map for large lobbies. Use normal Infection or ZM_Outbreak;
haloreach;INF Overgrown.mvar;;;;;;;;8-14 players recommended. Use with infection GT ZM_Outbreak / Generic Infection;
haloreach;INF Pandemic.mvar;;;;;;;;INFECTION;
haloreach;INF Pandora's Fear.mvar;;;;;;;;A very close quarters infection map. Great holdout points and fun features. Use with Alpha Zombies / Infection. 6-12 players.;
haloreach;INF Parasitic.mvar;;;;;;;;Blam!;
haloreach;INF Parts Unknown.mvar;;;;;;;;Have these ruins really been forgotten? Use with Infection. 6-16 players. By I PAINTS I and FantasticNoob79;
haloreach;INF Penn State Locker Room.mvar;;;;;;;;Infection map for small lobbies. Use with normal Infection or with Hide and Seek gametypes.;
haloreach;INF Pipes2.mvar;;;;;;;;Bigger better. Use with Stealth Zombies.;
haloreach;INF Powerless.mvar;;;;;;;;Hydroelectric plants like this one provide fresh, delectable brains for the infected on Reach.2-8 players;
haloreach;INF Predator Forest.mvar;;;;;;;;Hunt or be hunted. Use infection GT Predator Forest;
haloreach;INF Primordial Depths.mvar;;;;;;;;Use w/ infection gametype Classic INF or with normal Infection;
haloreach;INF Priority.mvar;;;;;;;;It's survival of the fittest. Infection gametype ZM_Outbreak. 2-16 Players.;
haloreach;INF Purgatory.mvar;;;;;;;;The Covenant have harnessed the waters of this moon to refuel their massive supercarriers.2-8 players;
haloreach;INF Pyramid of the Undead.mvar;;;;;;;;You've awakened the mummies! Escape with the treasure! To be played with "Mummies vs Humans" with (12-16 players). By Pol Wah. ;
haloreach;INF Pyrrhic.mvar;;;;;;;;Use with infection gametype Infiltration. Covenant linear infection map. 6-12 players recommended.;
haloreach;INF Quarantine Zone.mvar;;;;;;;;Your Pelican has crashed in the Quarantine Zone and the Flood are coming! Gametype: Quarantine Zone. Flood are armed. 10-16p.;
haloreach;INF Quarantine.mvar;;;;;;;;The security spire's damaged interior only hints at the terrifying power of its previous inhabitant.2-8 players;
haloreach;INF Railbreaker.mvar;;;;;;;;Project T: 4  Use with infection GT "Tevracon 6"       www.youtube.com/Airsoftxx;
haloreach;INF Raptors.mvar;;;;;;;;Use with infection GT Spartans VS. Raptors (6-12p recommended);
haloreach;INF Recoil.mvar;;;;;;;;Free roam infection map for 10-16 players. Use normal Infection or ZM_Outbreak.;
haloreach;INF Rigamortis.mvar;;;;;;;;10/28/2570 - Theres no end in sight for the horrors that take place here.;
haloreach;INF Romero Plaza.mvar;;;;;;;;The walking dead have infested a once prosperous plaza. Use with inf GT: "Upright Corpses Brigade". By Sam The Great (2-16p);
haloreach;INF Run (Pena's).mvar;;;;;;;;RUN FOR YOUR LIFE - Use with infection GT Run (Pena's);
haloreach;INF Rundown.mvar;;;;;;;;5-10 players recommended. Use with infection GT Pandemic;
haloreach;INF Sabbath.mvar;;;;;;;;The resort you're staying at is suddenly overrun by demons, defend yourself! Use infection GT Generic infection. (10-16p);
haloreach;INF Sanatorium.mvar;;;;;;;;Use with infection gametype Slender 2.0. 8-16 players recommended.;
haloreach;INF Space Invasion.mvar;;;;;;;;Drive to and from points whilst fending off aliens from the space invasion (2.0). Use with inf GT Space Invasion.;
haloreach;INF Space Station.mvar;;;;;;;;Zombies in space? Who would've thought... Linear, up to 16p, use with Space Station.;
haloreach;INF Spartan Ops The Icon 1.6.mvar;;;;;;;;Retrieve the icon! Spartans vs. Elites Infection. Use infection gametype Spartan Ops. 12-16 players.;
haloreach;INF Spencer Mansion.mvar;;;;;;;;Claustrophobic mansion filled with the undead. Use with infection gametype Survival Horror. 6-16 players.;
haloreach;INF Spooky Base.mvar;;;;;;;;The Covenant laced one of the artifacts captured during Operation: GUARDIAN LANCE with an infectious, undead disease. V1.2;
haloreach;INF Storage.mvar;;;;;;;;Infection GT Containers. These containers hold chemicals and alien corpses. The two apparently don't mix well. 8-16 players.;
haloreach;INF Subterranean River.mvar;;;;;;;;Made by Senftinator, CharlieWW2. Use with inf GT "Sewer Creepers". (2-16 players) ;
haloreach;INF Suburbia.mvar;;;;;;;;Roaming infection map set in a town, best played with small to medium size lobbies. Gametype ZM_Outbreak or normal Infection;
haloreach;INF Superstition.mvar;;;;;;;;Version 6;
haloreach;INF The Abandoned Mill 1.mvar;;;;;;;;;
haloreach;INF The Abandoned Mill 2.mvar;;;;;;;;Use with ZM_Outbreak. By Mr Pokephile. 10-16p;
haloreach;INF The Flood.mvar;;;;;;;;This is where the outbreak began... Use with infection gametype Flood 2.0, ZM_Outbreak, or normal Infection. 816 players.;
haloreach;INF The Forgotton District.mvar;;;;;;;;A small quarantined city block is about to become infested. Use with inf GT "Zombie Overrun". By The Sam Man 187 (6-16 players);
haloreach;INF The Horizon.mvar;;;;;;;;The final resting place of the once mighty UNSC Storm on the Horizon. 10-16p. Use infection GT ZM_Outbreak / Generic Infection;
haloreach;INF The Lighthouse.mvar;;;;;;;;Linear infection. Survivors find out the safe fortress has been overrun and need to find a ride out. Use w/ ZM_Outbreak, 10-16p;
haloreach;INF THE MANSION XXL.mvar;;;;;;;;by DUST. Use with inf GT "The mansion XXL". (6-16 players);
haloreach;INF The Prison.mvar;;;;;;;;The prison from The Walking Dead! Clear the Walkers! use "Classic INF"    www.youtube.com/Airsoftxx;
haloreach;INF The Promethean Temple.mvar;;;;;;;;Linear infection map. 8-12 players recommended. Use with infection GT Uholy Priests / ZM_Outbreak;
haloreach;INF The Whisky Hotel.mvar;;;;;;;;A linear map taking place in a well known hotel during the beginning of the outbreak. Use infection gametype ZM_Outbreak;
haloreach;INF Theater.mvar;;;;;;;;Fight for survival against the undead in this still-funtioning cinema. Use with ZM_Outbreak / Infection. 8-16p.;
haloreach;INF Trick or Treat.mvar;;;;;;;;The moon is out and Hallow's eve is here. Lock the door, hide the candy, and pray they don't knock. Infection GT Halloween;
haloreach;INF Tunnel 5 of 5.mvar;;;;;;;;The Demons are loose in the city, tunnels are one way out. 10-16 players, use INF GT "Chamber Demon". By DJ SX50. [4.0];
haloreach;INF Uncongealed.mvar;;;;;;;;The zombies are in your heart. V3;
haloreach;INF Undead Village.mvar;;;;;;;;Zombies are coming to town. Use infection gametype "Zombies Overrun". 10-16 players recommended.;
haloreach;INF Urban.mvar;;;;;;;;Defend this rotted city from the onslaught.  Use inf GT "Classic INF"       www.Youtube.com/Airsoftxx for more custom maps!;
haloreach;INF Vacex Laboratories.mvar;;;;;;;;Project T: 1    For use with infection GT "Tevracon 6" www.youtube.com/Airsoftxx;
haloreach;INF Venice, Italy.mvar;;;;;;;;The Animus 2.0 has sent you back into another memory... Use with inf GT "Assassin Creed Brotherhood 2" (4-16 players);
haloreach;INF Village Point.mvar;;;;;;;;"Safe" military village overran by the undead. 8-16 players recommended. Use infection GT Generic Infection.;
haloreach;INF Waterfront Virus 1.4.mvar;;;;;;;;Roaming / holdout infection in a crumbling seaside town. Good for small / medium lobbies. Use Infection / ZM_Outbreak;
haloreach;INF Weekend Deadaway!.mvar;;;;;;;;House holdout infection. Use with ZM_Outbreak / Infection / Burn Your Dead. 10-16 players.;
haloreach;INF Withering Waters.mvar;;;;;;;;Linear infection map. Use w/ infection gametype ZM_Outbreak. 8-16 players recommended.;
